Rating,movieId
3.0,286783.0
4.5,287743.0
1.5,288269.0
1.0,286905.0
0.5,275243.0
2.5,277790.0
4.0,277066.0
2.0,275085.0
3.5,270698.0
1.0,198151.0
2.5,261705.0
3.0,254726.0
1.0,253690.0
4.5,225984.0
4.0,219812.0
3.0,209315.0
4.0,202749.0
5.0,177615.0
3.0,174859.0
3.0,171763.0
5.0,168492.0
2.5,166534.0
5.0,159259.0
4.5,164909.0
2.5,161580.0
2.5,159249.0
4.0,141749.0
5.0,131174.0
3.5,112556.0
3.5,106782.0
4.0,106918.0
4.0,106753.0
4.0,100487.0
5.0,96821.0
4.0,101942.0
5.0,102800.0
3.0,94478.0
1.0,92439.0
2.0,88129.0
3.0,81847.0
4.0,80549.0
3.0,84234.0
3.5,81591.0
3.0,79702.0
4.0,78316.0
3.5,80969.0
3.5,71205.0
3.5,66097.0
2.0,69757.0
2.5,65261.0
5.0,58559.0
5.0,55269.0
2.0,56367.0
3.0,54796.0
3.0,200160.0
3.0,45720.0
5.0,45880.0
4.0,46578.0
4.5,31658.0
5.0,7438.0
3.0,7346.0
5.0,6874.0
3.0,7265.0
2.5,6619.0
3.5,27700.0
3.0,8576.0
4.0,4979.0
5.0,4816.0
3.0,4973.0
2.0,3481.0
3.5,3535.0
5.0,3176.0
3.0,3186.0
3.0,3355.0
3.0,2706.0
3.0,3556.0
4.0,2572.0
3.0,7034.0
4.0,1884.0
1.0,1704.0
3.0,741.0
4.0,39.0
4.0,97.0
3.0,215.0
4.0,261.0
3.0,253.0
4.0,293.0
0.5,318.0
3.0,296.0
3.0,441.0
3.5,506.0
2.5,26662.0
5.0,1246.0
3.0,1285.0
4.0,5971.0
2.5,1088.0
2.5,1968.0
4.0,1305.0
3.5,1214.0
4.0,2657.0
5.0,1035.0
4.0,7043.0
3.0,4914.0
3.0,659.0
3.0,62049.0
4.0,40738.0
