Rating,movieId
5.0,109487
4.5,254726
4.0,217465
3.0,275245
4.0,96610
3.5,207313
4.5,58559
4.0,91529
3.0,541
3.5,169984
4.0,222137
4.0,204698
5.0,202439
3.0,189713
4.5,48780
1.0,283873
3.0,268642
3.0,202429
4.0,33493
4.0,182715
3.0,81591
4.5,318
4.0,163645
4.0,48516
4.0,60069
3.5,139385
4.0,225173
4.5,5995
2.0,104841
3.0,44191
4.0,96821
4.0,208703
5.0,74458
2.0,4878
5.0,527
5.0,1196
4.0,122886
4.0,166528
3.0,2628
3.0,1210
3.0,260
3.0,208205
2.5,5378
2.5,179819
4.0,5618
5.0,271531
4.5,111759
5.0,79132
4.0,94864
4.5,1214
3.5,185029
3.5,263407
5.0,205156
3.0,176371
3.0,2959
4.0,68157
4.5,4993
4.5,47
4.0,96829
5.0,2571
4.5,1704
3.0,116797
5.0,287699
3.0,187595
3.0,225984
3.5,3535
4.0,270698
3.0,204352
4.0,92259
4.0,99114
3.5,33794
4.0,1682
3.5,924
4.0,277066
3.5,4848
4.5,164179
4.0,115713
3.5,174055
4.0,480
3.5,4638
3.0,1544
