Rating,movieId
3.0,177615
2.5,175303
3.0,263407
4.5,194448
4.0,7361
4.5,109487
3.5,203322
4.0,1682
3.5,131920
3.5,221632
4.0,115569
3.5,171763
3.5,93510
2.5,112138
0.5,191351
4.0,112552
5.0,318
1.5,175485
4.0,356
4.5,2959
4.0,593
3.5,146656
3.5,193958
2.5,187031
3.0,2
2.5,179401
4.0,1270
3.5,2011
2.5,2012
3.0,1101
3.5,274053
3.0,6539
3.0,45722
2.5,122896
3.0,95510
2.5,110553
4.5,195159
4.0,286897
3.0,4896
4.0,40815
3.0,8368
3.0,54001
2.0,5816
2.5,6936
3.5,551
3.0,8965
3.5,225173
4.0,5989
3.0,102903
2.5,159093
2.5,56367
3.5,8576
3.5,64034
2.0,1258
1.0,185989
1.5,7451
2.5,1380
2.5,1088
3.0,586
2.0,2953
3.0,112852
2.5,122918
3.5,122904
3.0,187593
3.0,192389
2.0,255337
4.0,1097
3.0,270026
4.0,1704
3.5,204698
2.5,230415
3.5,8533
3.5,3257
3.0,357
3.5,192385
3.0,111921
2.5,198147
3.0,185385
3.0,113604
3.5,77414
3.0,5066
2.0,200328
4.0,96821
1.5,184997
3.0,7285
1.5,215527
2.0,161922
1.5,176599
3.5,180095
2.5,193942
3.0,252272
2.5,7444
1.0,4700
2.0,68135
2.0,39
2.0,6155
1.5,80549
3.0,128512
2.5,170787
2.5,79134
2.0,95441
3.5,207313
2.0,278702
3.0,210575
4.0,58559
4.0,69757
3.0,88163
4.0,112556
2.5,164909
3.0,2572
3.5,164179
3.0,103688
3.0,88129
3.0,1485
3.0,64969
4.0,86244
2.5,108534
2.0,135619
3.5,205156
3.0,106441
4.0,527
4.0,2324
1.5,179881
2.5,34319
3.5,84944
3.0,104374
3.5,78316
2.0,275243
3.0,200332
3.0,102993
2.5,184399
4.0,104879
3.5,189713
4.0,201340
4.0,201646
3.0,84772
4.0,205441
3.5,480
3.5,110461
3.0,96975
5.0,1259
4.0,2005
3.0,224280
4.0,4306
4.0,5971
3.5,65261
4.0,5618
4.0,31658
3.0,286097
4.0,47099
3.5,1968
4.0,79132
4.0,54503
4.0,193449
3.5,177765
3.0,2059
3.0,108932
3.0,4886
3.5,99145
4.0,106766
3.0,1035
3.5,97938
4.0,6291
3.5,200110
3.0,79702
3.5,104841
4.0,73290
3.0,167380
3.0,65230
4.0,203375
4.0,128360
3.5,202429
3.0,96588
3.5,150
3.5,2420
2.5,79224
2.5,4447
4.0,3186
3.0,80693
3.5,159717
3.5,2671
3.0,49286
2.5,6942
3.5,88744
3.5,5111
4.0,165551
4.0,63082
3.0,175
3.5,69122
3.0,106782
4.0,1246
4.0,80463
3.5,1680
3.0,91500
3.5,31225
4.0,60069
4.0,152970
4.0,778
3.5,40629
4.0,74458
4.0,364
3.5,84234
3.0,60397
3.5,5810
3.5,182715
3.5,1721
3.5,226202
2.5,204542
2.0,135536
2.0,114713
2.5,194951
4.0,188189
4.0,276047
3.5,168366
3.0,253620
3.0,197343
3.0,241960
2.5,47122
2.5,225565
3.0,188797
2.5,189363
3.5,4963
3.5,106753
3.0,215
4.0,183837
2.5,71535
2.0,205072
3.0,46578
3.0,177689
4.0,133771
4.0,94959
3.5,168250
2.0,72378
2.5,4232
2.5,88405
1.5,106072
1.0,63992
3.0,81562
4.5,55820
4.5,68954
4.0,202439
4.5,66097
5.0,3949
4.0,254726
4.5,109374
3.0,283801
2.5,288513
3.0,261705
3.5,216402
3.5,277066
2.5,94677
3.0,48385
2.5,59900
3.0,225625
4.0,81591
3.0,179409
3.0,103203
2.5,8531
3.5,286783
3.0,271865
3.5,278794
4.0,3897
3.0,282161
3.5,151113
5.0,270698
4.5,118896
4.5,275503
3.5,279812
4.5,39183
3.5,1172
4.0,6711
4.0,176371
4.5,225984
5.0,6818
0.5,4388
4.0,281096
3.5,1527
3.0,35836
4.5,1197
4.0,117176
4.0,106920
3.0,192803
4.5,7034
5.0,177651
5.0,202749
