Rating,movieId
5.0,202439
5.0,4993
5.0,741
2.0,4262
4.5,1213
4.0,2329
3.5,174727
4.0,3535
5.0,270698
3.5,263007
4.0,356
4.0,207313
4.0,263407
4.0,164179
4.0,263405
2.5,260243
3.5,33794
4.0,112556
4.5,3000
4.0,171763
3.5,244178
4.5,55820
2.0,1394
3.5,31658
4.0,480
4.0,115713
4.0,47
4.0,63072
3.5,76251
4.0,204704
3.0,176101
3.0,71205
4.0,268642
5.0,5995
3.0,213347
4.0,99904
4.0,54503
3.5,202393
4.0,2542
3.5,80549
4.0,50068
1.5,102123
4.0,68954
4.0,179817
3.0,152077
4.0,277066
4.0,57669
4.0,204318
3.0,31696
3.0,53996
3.0,2167
4.0,280868
3.5,117887
3.0,2671
4.0,171765
3.5,1232
3.5,111
3.0,101525
2.5,280990
4.0,205441
3.5,5291
4.5,112175
3.5,278702
3.5,253690
4.0,46578
3.5,188189
4.0,4979
3.5,276929
1.5,1573
3.0,2455
3.0,280218
5.0,7153
3.0,501
4.0,72226
4.5,293
4.0,4306
4.5,8360
4.0,1136
3.5,59784
3.5,242906
4.5,281190
4.5,278446
4.0,168248
3.5,200818
4.0,133771
4.0,225984
2.5,188797
2.0,212074
4.0,210861
3.5,1682
3.5,173369
3.5,51709
4.0,119145
4.5,171749
4.5,5618
5.0,51255
3.5,173197
4.5,99114
3.5,223204
4.0,225173
4.0,106920
3.5,241272
4.0,286355
3.5,84944
4.0,193944
3.5,168266
4.0,3676
5.0,88129
4.5,168122
4.5,287633
4.5,208703
4.0,116797
4.0,275841
4.5,127202
4.5,1208
4.0,66097
4.0,213397
4.5,286897
3.5,288311
3.0,48738
4.0,110
4.5,112552
4.5,111443
4.5,288513
4.0,260201
3.5,1222
4.0,4027
4.5,193599
5.0,6874
3.5,112183
3.5,60684
4.0,108729
5.0,164909
3.5,78626
4.0,4886
4.5,92259
3.0,106489
2.5,118696
2.5,169984
4.0,84234
3.5,4011
3.5,287699
4.5,278578
4.5,96829
3.5,273891
4.0,159415
3.5,170117
4.0,139644
4.5,104879
3.0,2395
3.0,55269
4.5,109374
4.5,593
4.0,6214
4.0,103688
3.5,69134
4.5,45722
4.0,6539
4.0,128360
4.5,254726
3.5,89961
4.0,185029
5.0,3483
4.5,8957
5.0,195159
4.5,201646
4.0,1348
4.5,2028
4.0,37729
3.5,551
2.0,282053
3.5,2916
5.0,176371
3.0,226202
5.0,6818
4.0,266002
4.0,204698
4.0,202429
4.0,115569
4.0,48394
4.5,189713
3.0,106916
4.5,27773
4.0,8874
2.5,149334
4.0,2394
4.0,5971
4.0,441
3.0,1884
4.0,71535
4.0,68157
4.5,7438
3.0,1721
3.0,2459
3.5,197651
4.0,201340
4.0,122904
3.0,94864
4.0,1270
4.0,296
4.0,2571
2.5,187601
2.5,192389
3.5,105504
3.0,2985
3.5,3527
4.5,158966
5.0,527
4.5,194448
4.0,1907
4.0,4016
3.5,2116
4.5,595
5.0,5952
4.5,3034
3.5,5349
5.0,5444
3.0,167640
4.0,267456
4.5,8636
4.5,1566
2.5,52722
4.0,783
4.0,1246
3.0,1032
4.0,81847
4.0,55118
3.5,589
3.5,4437
4.0,283873
5.0,76093
3.5,76091
4.0,51277
3.0,176801
4.0,152081
4.5,1237
3.5,183869
4.0,27700
4.0,5147
4.0,1676
4.0,183837
3.5,168492
4.0,31364
5.0,286783
4.0,1198
3.0,222137
4.0,58559
3.5,2115
4.0,1291
3.0,259659
5.0,1203
4.0,7327
4.0,8961
2.5,58025
2.0,258451
3.5,2710
4.5,1732
3.0,72605
5.0,2810
3.5,56782
3.5,69757
3.0,233997
4.0,48385
4.5,26003
2.5,278586
1.5,275169
2.5,188623
5.0,116897
3.5,122882
3.5,96737
3.5,98809
2.5,161634
3.5,103341
4.5,1178
2.5,5219
4.0,41912
2.5,101360
4.0,1387
4.5,6291
4.0,7034
5.0,7099
3.5,50514
4.0,162082
4.0,1339
3.0,179085
1.5,274195
4.0,1200
2.0,1320
2.5,1690
5.0,1214
3.5,203322
3.5,285301
4.0,205156
3.0,168250
4.0,70286
3.5,5128
3.5,1350
3.5,1407
4.0,1997
3.5,924
2.0,112727
4.0,2124
3.0,7454
4.5,5690
3.0,3917
4.0,48774
4.5,7361
3.5,1343
3.5,107406
4.0,8607
4.5,27156
4.0,26947
4.0,3949
3.0,279710
3.5,210573
4.0,34811
4.0,51545
2.5,195163
4.5,208939
3.5,251086
4.0,104374
4.0,60069
2.0,210577
3.5,457
4.0,279812
4.5,30810
4.5,2313
4.0,26776
2.5,3409
3.5,197201
3.0,166635
3.5,283577
4.0,115149
4.0,192379
3.5,208621
4.0,2019
4.0,134853
3.5,140267
