Rating,movieId
5.0,109487
4.0,205156
5.0,202439
5.0,58559
3.5,171763
3.0,1954
4.5,48780
3.5,174055
3.5,91529
2.5,225169
5.0,250010
2.0,194951
3.5,170411
4.0,244368
4.0,176423
2.5,223944
4.0,171765
1.5,182823
5.0,176371
4.5,112556
5.0,254726
3.5,226202
5.0,195159
4.0,364
4.5,5952
4.5,356
4.5,4993
5.0,7153
5.0,55820
4.5,60069
3.5,1036
4.0,6
4.0,2571
4.0,3578
4.0,68954
4.5,99114
4.5,1196
3.5,274053
3.5,208703
4.0,164179
5.0,286897
4.5,287699
4.0,285593
5.0,270698
4.0,68157
3.5,1258
4.0,1682
4.0,201646
3.0,6874
4.5,3535
3.0,33493
4.0,162414
4.0,74458
3.5,122882
3.5,1732
3.5,1721
3.5,106782
4.0,8368
4.0,122914
3.5,122912
4.0,4226
3.0,51255
3.5,8636
3.5,5971
3.5,72998
4.0,51540
3.5,175303
4.0,193950
4.5,1214
3.5,197711
4.0,1200
4.0,2959
3.5,204698
3.0,280218
4.0,40629
3.5,217465
3.5,5816
3.5,40815
3.5,201773
2.5,283873
3.5,54001
3.5,69844
3.0,89745
4.0,88125
3.5,122918
4.0,59315
3.0,192803
4.0,81834
3.0,134130
3.5,182715
3.0,122886
2.0,5378
3.5,1097
2.5,282125
2.0,208205
4.0,107406
3.0,45722
2.5,1320
3.0,102125
3.0,33679
3.5,93840
2.5,114713
3.0,104841
4.0,105844
3.5,5810
3.0,118696
3.5,1961
3.0,204352
4.0,61240
2.5,81562
3.0,270696
4.0,185029
3.5,213347
3.0,8361
2.5,344
3.0,129354
3.0,110591
4.0,2329
4.0,4973
4.0,1997
3.5,207313
4.0,208939
3.5,924
4.5,159817
4.5,171011
4.5,179135
4.5,593
4.5,278446
3.5,166534
4.5,7361
4.5,112552
4.5,47
4.0,5989
4.0,778
4.0,6291
3.0,261705
4.5,31364
3.5,7034
4.0,4741
3.5,110461
4.5,41912
4.0,79132
3.0,90405
3.0,274971
4.0,148626
3.0,102903
3.5,263407
3.5,202429
4.5,296
3.5,287633
4.0,209315
3.0,122920
3.5,122916
2.5,122910
3.0,122892
3.0,77561
4.5,1704
3.5,61132
3.0,204542
3.5,119145
3.5,277066
3.0,91500
2.5,116823
2.5,135133
3.0,106487
2.5,187595
3.5,1580
3.5,56174
2.5,5459
3.0,8644
3.0,60074
3.0,145
3.0,31685
3.5,780
3.0,8907
2.0,135536
3.5,288513
3.5,8641
3.0,79592
3.0,95441
3.5,187593
4.5,527
5.0,318
4.0,1
4.0,260
3.5,7451
4.0,1246
3.0,80463
4.0,92259
3.5,116797
4.0,189713
3.5,54503
3.0,648
4.0,1198
3.0,139385
4.0,3147
3.0,1380
3.0,97938
3.5,6539
2.5,96588
3.5,8961
3.0,69122
3.0,56587
4.0,1210
3.0,179819
3.5,89864
3.5,278702
3.5,134853
3.5,60397
0.5,63992
3.5,263007
4.0,8360
3.0,39
3.0,71205
4.0,108729
3.0,166635
3.0,197207
4.5,286783
3.5,222137
3.0,6373
3.5,54256
4.0,152970
2.0,187031
3.5,93510
3.0,84772
3.0,64969
1.0,176599
1.0,179881
2.5,79224
3.0,6942
4.0,4306
4.5,65188
3.0,46578
3.0,282053
3.5,122904
3.5,84234
2.5,53996
3.5,33794
3.5,5349
3.5,4886
3.0,2628
3.5,59369
2.0,96861
2.0,106072
3.0,110102
3.5,112852
2.5,122900
3.0,122926
3.0,122922
3.0,122906
3.0,255335
2.0,260665
3.0,272525
3.0,6550
3.5,2687
4.0,3114
3.0,3793
3.5,4366
4.0,6377
3.0,6333
4.0,5444
2.0,34150
3.0,45517
3.0,52722
4.0,68522
3.5,53125
2.5,59615
3.5,78499
2.5,86880
3.0,95510
3.0,110553
3.0,111362
3.0,88405
2.0,72378
2.0,192389
4.5,142115
4.0,225758
3.5,586
3.0,4232
4.0,52952
4.0,183837
3.5,1291
3.0,4638
3.5,168250
3.5,275245
4.0,133771
4.0,94959
3.5,177689
2.5,114180
3.0,112623
2.0,112370
3.0,111759
1.5,108190
3.0,103228
2.5,103249
2.5,103042
